"Aseua3","Aseua5","Lifespan","RightTarsus","BodyMass","HeadBill","WingLength","dROMsAssay","dROMsAbs505nm","dROMsAbs546nm","dROMsCARRU505nm","dROMsCARRU546nm","natalTQ","dROMs505mMolH2O2","dROMs546mMolH2O2","Froh_imp","OXYabs505nm","OXYabs546nm","OXYmMolHClO505nm","OXYmMolHClO546nm","SexEstimate","FatherAge","MotherAge","ParentLifespan_1","ParentLifespan_0"
0,1,13,24.3,15.8,35.3,66,34,1.77275,1.56975,144.5093,117.4679,18077.12,3.468223,2.819231,0.147452611,0.542,0.597,132.5607,133.5011,0,1515,859,13.8109589041096,7.98356164383562
0,1,13,24.8,15.8,35.2,66,34,1.77275,1.56975,144.5093,117.4679,18077.12,3.468223,2.819231,0.147452611,0.542,0.597,132.5607,133.5011,0,1515,859,13.8109589041096,7.98356164383562
0,1,13,24.5,14.1,35.3,66,34,1.77275,1.56975,144.5093,117.4679,18077.12,3.468223,2.819231,0.147452611,0.542,0.597,132.5607,133.5011,0,1515,859,13.8109589041096,7.98356164383562
1,0,4,23.6,13,34.5,65,32,0.921,0.551,67.82208,29.37003,9880.37,1.62773,0.7048808,0.09589121,0.515,0.567,136.3101,137.5,0,1368,2653,7.66849315068493,7.70958904109589
1,0,4,23.3,14.3,34.5,63,32,0.921,0.551,67.82208,29.37003,9880.37,1.62773,0.7048808,0.09589121,0.515,0.567,136.3101,137.5,0,1368,2653,7.66849315068493,7.70958904109589
1,0,4,23.4,13,34.5,61,32,0.921,0.551,67.82208,29.37003,9880.37,1.62773,0.7048808,0.09589121,0.515,0.567,136.3101,137.5,0,1368,2653,7.66849315068493,7.70958904109589
1,1,2,23.7,14.7,36,65,9,1.393,1.13,115.751,80.571,9125.29,2.778,1.934,0.106102133,0.795,0.923,107.86,108.488,0,1816.33935585232,2394,9.00320530038499,9.0054794520548
1,1,2,24,13.9,35.9,66,9,1.393,1.13,115.751,80.571,9125.29,2.778,1.934,0.106102133,0.795,0.923,107.86,108.488,0,1816.33935585232,2394,9.00320530038499,9.0054794520548
1,1,2,24.3,14.4,36.4,66,9,1.393,1.13,115.751,80.571,9125.29,2.778,1.934,0.106102133,0.795,0.923,107.86,108.488,0,1816.33935585232,2394,9.00320530038499,9.0054794520548
1,1,2,24.2,14.8,35.8,65,9,1.393,1.13,115.751,80.571,9125.29,2.778,1.934,0.106102133,0.795,0.923,107.86,108.488,0,1816.33935585232,2394,9.00320530038499,9.0054794520548
1,1,4,24.3,16,36.6,63,12,1.328,1.059,101.292,68.611,11505.15,2.431,1.647,0.08580978,0.592,0.685,125.974,126.774,0,1278,1002,5.86575342465753,7.11506849315068
1,1,4,24.5,16,37.5,65,12,1.328,1.059,101.292,68.611,11505.15,2.431,1.647,0.08580978,0.592,0.685,125.974,126.774,0,1278,1002,5.86575342465753,7.11506849315068
1,1,4,24.5,14.5,36.9,63,12,1.328,1.059,101.292,68.611,11505.15,2.431,1.647,0.08580978,0.592,0.685,125.974,126.774,0,1278,1002,5.86575342465753,7.11506849315068
0,1,1,22.7,13.9,35.1,63,2,0.632,0.565,40.274,29.984,6838.38,0.967,0.72,0.031642312,0.843,0.979,97.819,98.249,0,787,1401,4.02739726027397,11.3205479452055
1,1,2,24.1,13.9,36,66,16,1.227,0.992,86.72,62.102,6429.06,2.081,1.49,0.083221217,0.324,0.377,143.785,145.362,0,2170,1633.07949125596,8.26849315068493,8.48949319589493
1,1,2,23.8,14.4,36.2,64,16,1.227,0.992,86.72,62.102,6429.06,2.081,1.49,0.083221217,0.324,0.377,143.785,145.362,0,2170,1633.07949125596,8.26849315068493,8.48949319589493
1,1,2,24.3,14.5,36.5,64,16,1.227,0.992,86.72,62.102,6429.06,2.081,1.49,0.083221217,0.324,0.377,143.785,145.362,0,2170,1633.07949125596,8.26849315068493,8.48949319589493
1,0,3,26.3,18,37.5,65,16,1.358,1.079,97.2,68.588,9426.64,2.333,1.646,0.117007713,0.42,0.487,125.484,126.833,1,1866,1457,12.9095890410959,17.2301369863014
1,0,3,25.9,16.9,37.3,68,16,1.358,1.079,97.2,68.588,9426.64,2.333,1.646,0.117007713,0.42,0.487,125.484,126.833,1,1866,1457,12.9095890410959,17.2301369863014
1,0,3,28.5,16.1,36.5,69,16,1.358,1.079,97.2,68.588,9426.64,2.333,1.646,0.117007713,0.42,0.487,125.484,126.833,1,1866,1457,12.9095890410959,17.2301369863014
1,0,3,26.1,17,37.2,70,16,1.358,1.079,97.2,68.588,9426.64,2.333,1.646,0.117007713,0.42,0.487,125.484,126.833,1,1866,1457,12.9095890410959,17.2301369863014
1,0,7,23.6,17.5,36,64,11,1.518,1.181,119.158,79.813,11959.15,2.86,1.916,0.092424335,0.762,0.88,136.587,138.043,0,1805,1664,11.1561643835616,5.41095890410959
1,0,7,24.2,14.5,36.7,64,11,1.518,1.181,119.158,79.813,11959.15,2.86,1.916,0.092424335,0.762,0.88,136.587,138.043,0,1805,1664,11.1561643835616,5.41095890410959
1,0,7,24.5,15.8,36.4,65,11,1.518,1.181,119.158,79.813,11959.15,2.86,1.916,0.092424335,0.762,0.88,136.587,138.043,0,1805,1664,11.1561643835616,5.41095890410959
1,0,7,23.2,14.8,36.1,63,11,1.518,1.181,119.158,79.813,11959.15,2.86,1.916,0.092424335,0.762,0.88,136.587,138.043,0,1805,1664,11.1561643835616,5.41095890410959
1,0,7,24.5,14.8,36.6,65,11,1.518,1.181,119.158,79.813,11959.15,2.86,1.916,0.092424335,0.762,0.88,136.587,138.043,0,1805,1664,11.1561643835616,5.41095890410959
1,0,7,23.5,14.5,10.7,64.4285714285714,11,1.518,1.181,119.158,79.813,11959.15,2.86,1.916,0.092424335,0.762,0.88,136.587,138.043,0,1805,1664,11.1561643835616,5.41095890410959
1,0,7,24.3,14.7,36.4,64,11,1.518,1.181,119.158,79.813,11959.15,2.86,1.916,0.092424335,0.762,0.88,136.587,138.043,0,1805,1664,11.1561643835616,5.41095890410959
1,0,7,24.2,15.7,36.2,66,11,1.518,1.181,119.158,79.813,11959.15,2.86,1.916,0.092424335,0.762,0.88,136.587,138.043,0,1805,1664,11.1561643835616,5.41095890410959
1,0,1,26.1,15.8,10.7,66,11,1.733,1.389,138.835,97.53,11959.15,3.332,2.341,0.0833234,0.716,0.828,145.923,147.451,1,1805,1664,11.1561643835616,5.41095890410959
1,0,1,26.6,15.9,37.5,66,11,1.733,1.389,138.835,97.53,11959.15,3.332,2.341,0.0833234,0.716,0.828,145.923,147.451,1,1805,1664,11.1561643835616,5.41095890410959
0,1,1,25.6,16,37,66,7,1.11,0.985,105.178,80.189,3822.91,2.524,1.925,0.094325022,0.931,1.075,94.009,94.783,1,1610,843,3.82191780821918,6.62739726027397
0,1,1,26.3,17.2,37.1,68,7,1.11,0.985,105.178,80.189,3822.91,2.524,1.925,0.094325022,0.931,1.075,94.009,94.783,1,1610,843,3.82191780821918,6.62739726027397
0,1,4,26,17.6,11,69.3333333333333,21,0.944,0.743,67.277,42.894,6429.06,1.615,1.029,0.140522527,0.388,0.428,139.826,140.584,1,1476,1357,11.2027397260274,5.81369863013699
0,1,4,26.4,17.2,37.4,69,21,0.944,0.743,67.277,42.894,6429.06,1.615,1.029,0.140522527,0.388,0.428,139.826,140.584,1,1476,1357,11.2027397260274,5.81369863013699
0,1,4,26.2,16.3,37.1,68,21,0.944,0.743,67.277,42.894,6429.06,1.615,1.029,0.140522527,0.388,0.428,139.826,140.584,1,1476,1357,11.2027397260274,5.81369863013699
0,1,4,26.2,16,37.3,70,21,0.944,0.743,67.277,42.894,6429.06,1.615,1.029,0.140522527,0.388,0.428,139.826,140.584,1,1476,1357,11.2027397260274,5.81369863013699
0,1,4,26.4,16,37.2,69,21,0.944,0.743,67.277,42.894,6429.06,1.615,1.029,0.140522527,0.388,0.428,139.826,140.584,1,1476,1357,11.2027397260274,5.81369863013699
0,1,4,26.3,16.5,36.8,70,21,0.944,0.743,67.277,42.894,6429.06,1.615,1.029,0.140522527,0.388,0.428,139.826,140.584,1,1476,1357,11.2027397260274,5.81369863013699
0,1,4,26.1,17.5,37.3,70,21,0.944,0.743,67.277,42.894,6429.06,1.615,1.029,0.140522527,0.388,0.428,139.826,140.584,1,1476,1357,11.2027397260274,5.81369863013699
0,1,5,25.45,17.15,31.475,71.3333333333333,33,1.083,0.751,78.19701,44.23077,19852.01,1.876728,1.061538,0.088362694,0.681,0.751,119.2346,120,1,1791,1073,6.97534246575342,6.53424657534247
0,1,5,25.9,17.5,37.8,71,33,1.083,0.751,78.19701,44.23077,19852.01,1.876728,1.061538,0.088362694,0.681,0.751,119.2346,120,1,1791,1073,6.97534246575342,6.53424657534247
0,1,5,25.3,17.5,37.9,71,33,1.083,0.751,78.19701,44.23077,19852.01,1.876728,1.061538,0.088362694,0.681,0.751,119.2346,120,1,1791,1073,6.97534246575342,6.53424657534247
0,1,5,26.1,17.2,38.1,72,33,1.083,0.751,78.19701,44.23077,19852.01,1.876728,1.061538,0.088362694,0.681,0.751,119.2346,120,1,1791,1073,6.97534246575342,6.53424657534247
0,1,5,24.5,16.4,12.1,71.3333333333333,33,1.083,0.751,78.19701,44.23077,19852.01,1.876728,1.061538,0.088362694,0.681,0.751,119.2346,120,1,1791,1073,6.97534246575342,6.53424657534247
0,1,9,25.6,15.5,37.2,70,22,0.969,0.74,69.53,42.636,5186.22,1.669,1.023,0.184049539,0.546,0.603,116.654,117.483,1,900,2612,14.0547945205479,9.70958904109589
0,1,9,25.1,16.1,37.2,70,22,0.969,0.74,69.53,42.636,5186.22,1.669,1.023,0.184049539,0.546,0.603,116.654,117.483,1,900,2612,14.0547945205479,9.70958904109589
0,1,9,25.3,16.6,36.9,69,22,0.969,0.74,69.53,42.636,5186.22,1.669,1.023,0.184049539,0.546,0.603,116.654,117.483,1,900,2612,14.0547945205479,9.70958904109589
0,1,9,25.1,16.2,38,71,22,0.969,0.74,69.53,42.636,5186.22,1.669,1.023,0.184049539,0.546,0.603,116.654,117.483,1,900,2612,14.0547945205479,9.70958904109589
0,1,9,25.5,16.2,37,70.5,22,0.969,0.74,69.53,42.636,5186.22,1.669,1.023,0.184049539,0.546,0.603,116.654,117.483,1,900,2612,14.0547945205479,9.70958904109589
0,1,9,24.6714285714286,16,37,70,22,0.969,0.74,69.53,42.636,5186.22,1.669,1.023,0.184049539,0.546,0.603,116.654,117.483,1,900,2612,14.0547945205479,9.70958904109589
0,1,9,21,12.8,11.8,70.0714285714286,22,0.969,0.74,69.53,42.636,5186.22,1.669,1.023,0.184049539,0.546,0.603,116.654,117.483,1,900,2612,14.0547945205479,9.70958904109589
0,1,9,25.1,16.2,37.3,70,22,0.969,0.74,69.53,42.636,5186.22,1.669,1.023,0.184049539,0.546,0.603,116.654,117.483,1,900,2612,14.0547945205479,9.70958904109589
1,1,7,25.7,15.9,37.1,65,12,1.32,1.088,100.554,71.098,11505.15,2.413,1.706,0.113227417,0.55,0.637,133.597,134.516,1,1385,502,5.86575342465753,4.47397260273973
1,1,7,25.8,17,37.2,67,12,1.32,1.088,100.554,71.098,11505.15,2.413,1.706,0.113227417,0.55,0.637,133.597,134.516,1,1385,502,5.86575342465753,4.47397260273973
1,1,7,23.6,15,11.4,66.75,12,1.32,1.088,100.554,71.098,11505.15,2.413,1.706,0.113227417,0.55,0.637,133.597,134.516,1,1385,502,5.86575342465753,4.47397260273973
1,1,7,25.8,16.4,37,66.5,12,1.32,1.088,100.554,71.098,11505.15,2.413,1.706,0.113227417,0.55,0.637,133.597,134.516,1,1385,502,5.86575342465753,4.47397260273973
1,1,7,26,16.5,37.4,67,12,1.32,1.088,100.554,71.098,11505.15,2.413,1.706,0.113227417,0.55,0.637,133.597,134.516,1,1385,502,5.86575342465753,4.47397260273973
1,1,7,25.6,17.9,37.1,67,12,1.32,1.088,100.554,71.098,11505.15,2.413,1.706,0.113227417,0.55,0.637,133.597,134.516,1,1385,502,5.86575342465753,4.47397260273973
1,1,7,25.7,16.1,37.2,68,12,1.32,1.088,100.554,71.098,11505.15,2.413,1.706,0.113227417,0.55,0.637,133.597,134.516,1,1385,502,5.86575342465753,4.47397260273973
1,1,9,24.8,16.3,37.6,67,29,0.427,0.31,50.815,29.379,9609.57,1.22,0.705,0.085231693,0.144,0.159,168.684,170.138,0,1479,1506,4.87945205479452,5.64657534246575
1,1,9,24.7,16.4,10.9,66.75,29,0.427,0.31,50.815,29.379,9609.57,1.22,0.705,0.085231693,0.144,0.159,168.684,170.138,0,1479,1506,4.87945205479452,5.64657534246575
1,1,9,24.5,16,36.8,65,29,0.427,0.31,50.815,29.379,9609.57,1.22,0.705,0.085231693,0.144,0.159,168.684,170.138,0,1479,1506,4.87945205479452,5.64657534246575
1,1,9,24.4,15,38,67,29,0.427,0.31,50.815,29.379,9609.57,1.22,0.705,0.085231693,0.144,0.159,168.684,170.138,0,1479,1506,4.87945205479452,5.64657534246575
1,1,9,25.1,15,37.6,68,29,0.427,0.31,50.815,29.379,9609.57,1.22,0.705,0.085231693,0.144,0.159,168.684,170.138,0,1479,1506,4.87945205479452,5.64657534246575
1,1,4,25.3,16.3,10.6,69.6666666666667,24,1.016,0.729,74.257,41.997,10129.56,1.782,1.008,0.102517954,0.412,0.454,117.366,118.131,1,1807,1099,13.5150684931507,11.5753424657534
1,1,4,26.3,16.5,37.1,70,24,1.016,0.729,74.257,41.997,10129.56,1.782,1.008,0.102517954,0.412,0.454,117.366,118.131,1,1807,1099,13.5150684931507,11.5753424657534
1,1,4,26.3,16.1,37,69,24,1.016,0.729,74.257,41.997,10129.56,1.782,1.008,0.102517954,0.412,0.454,117.366,118.131,1,1807,1099,13.5150684931507,11.5753424657534
1,1,4,26.3,15.9,36.7,70,24,1.016,0.729,74.257,41.997,10129.56,1.782,1.008,0.102517954,0.412,0.454,117.366,118.131,1,1807,1099,13.5150684931507,11.5753424657534
0,1,10,25.2,16.8,37,68,10,0.928,0.71,67.059,41.254,8895.8,1.609,0.99,0.083174845,0.622,0.722,169.318,171.926,1,1531,2576,5.25753424657534,7.86027397260274
0,1,10,26.1333333333333,17.7,28.2666666666667,68,10,0.928,0.71,67.059,41.254,8895.8,1.609,0.99,0.083174845,0.622,0.722,169.318,171.926,1,1531,2576,5.25753424657534,7.86027397260274
0,1,10,26.7,17.1,10.9,68,10,0.928,0.71,67.059,41.254,8895.8,1.609,0.99,0.083174845,0.622,0.722,169.318,171.926,1,1531,2576,5.25753424657534,7.86027397260274
0,1,10,26.5,16.9,36.9,68,10,0.928,0.71,67.059,41.254,8895.8,1.609,0.99,0.083174845,0.622,0.722,169.318,171.926,1,1531,2576,5.25753424657534,7.86027397260274
0,1,9,24.1,14.7,36.3,67,13,1.342,1.01,111.546,69.789,12543.96,2.677,1.675,0.190456339,0.749,0.866,133.231,134.919,0,1816.33935585232,1096,9.00320530038499,6.08493150684932
0,1,9,24.7,15.6,36.2,66,13,1.342,1.01,111.546,69.789,12543.96,2.677,1.675,0.190456339,0.749,0.866,133.231,134.919,0,1816.33935585232,1096,9.00320530038499,6.08493150684932
0,1,9,24.9,15,36.3,64,13,1.342,1.01,111.546,69.789,12543.96,2.677,1.675,0.190456339,0.749,0.866,133.231,134.919,0,1816.33935585232,1096,9.00320530038499,6.08493150684932
0,1,9,24.9,15.9,36,65,13,1.342,1.01,111.546,69.789,12543.96,2.677,1.675,0.190456339,0.749,0.866,133.231,134.919,0,1816.33935585232,1096,9.00320530038499,6.08493150684932
0,1,9,25.4,17.9,35.9,65,13,1.342,1.01,111.546,69.789,12543.96,2.677,1.675,0.190456339,0.749,0.866,133.231,134.919,0,1816.33935585232,1096,9.00320530038499,6.08493150684932
0,1,9,24.8,15.5,10.1,65.4,13,1.342,1.01,111.546,69.789,12543.96,2.677,1.675,0.190456339,0.749,0.866,133.231,134.919,0,1816.33935585232,1096,9.00320530038499,6.08493150684932
0,1,9,24.8,15.8,31.8,65.4,13,1.342,1.01,111.546,69.789,12543.96,2.677,1.675,0.190456339,0.749,0.866,133.231,134.919,0,1816.33935585232,1096,9.00320530038499,6.08493150684932
1,0,3,24.2,13.7,36,66,16,1.146,0.899,80.24,55.169,13663.31,1.926,1.324,0.095824311,0.364,0.422,148.997,150.838,0,2272,392,8.24657534246575,7.21369863013699
1,0,3,24.4,14.5,9.3,65.5,16,1.146,0.899,80.24,55.169,13663.31,1.926,1.324,0.095824311,0.364,0.422,148.997,150.838,0,2272,392,8.24657534246575,7.21369863013699
1,0,3,23.4,13.7,36,65,16,1.146,0.899,80.24,55.169,13663.31,1.926,1.324,0.095824311,0.364,0.422,148.997,150.838,0,2272,392,8.24657534246575,7.21369863013699
1,1,2,23.2,14.2,10.7,66,8,1.051,0.832,78.922,50.869,3822.91,1.894,1.221,0.150125853,0.869,1.003,105.119,105.988,0,1816.33935585232,949,9.00320530038499,6.62739726027397
1,1,2,23.6,15.1,36,65,8,1.051,0.832,78.922,50.869,3822.91,1.894,1.221,0.150125853,0.869,1.003,105.119,105.988,0,1816.33935585232,949,9.00320530038499,6.62739726027397
1,1,2,23.4,14.7,36.1,67,8,1.051,0.832,78.922,50.869,3822.91,1.894,1.221,0.150125853,0.869,1.003,105.119,105.988,0,1816.33935585232,949,9.00320530038499,6.62739726027397
1,0,1,25.6,17,37.1,69,10,0.991,0.8,72.91,49.022,3822.91,1.75,1.177,0.117107605,0.722,0.836,146.591,148.704,1,1816.33935585232,949,9.00320530038499,6.62739726027397
1,0,1,25.7,16.9,11,69,10,0.991,0.8,72.91,49.022,3822.91,1.75,1.177,0.117107605,0.722,0.836,146.591,148.704,1,1816.33935585232,949,9.00320530038499,6.62739726027397
0,1,11,24.1,14,36.8,67,26,1.097,0.825,82.351,50.862,4153.45,1.976,1.221,0.139894769,0.508,0.559,132.512,128.372,0,2577,1119,13.5561643835616,16.613698630137
0,1,11,24.3,14.8,36.4,66,26,1.097,0.825,82.351,50.862,4153.45,1.976,1.221,0.139894769,0.508,0.559,132.512,128.372,0,2577,1119,13.5561643835616,16.613698630137
0,1,11,24.5,14.2,36.4,68,26,1.097,0.825,82.351,50.862,4153.45,1.976,1.221,0.139894769,0.508,0.559,132.512,128.372,0,2577,1119,13.5561643835616,16.613698630137
0,1,11,23.9,16.1,10.4,66.5,26,1.097,0.825,82.351,50.862,4153.45,1.976,1.221,0.139894769,0.508,0.559,132.512,128.372,0,2577,1119,13.5561643835616,16.613698630137
0,1,11,24.6,14.9,36.3,65.5,26,1.097,0.825,82.351,50.862,4153.45,1.976,1.221,0.139894769,0.508,0.559,132.512,128.372,0,2577,1119,13.5561643835616,16.613698630137
0,1,11,24.7,14.5,36.2,66,26,1.097,0.825,82.351,50.862,4153.45,1.976,1.221,0.139894769,0.508,0.559,132.512,128.372,0,2577,1119,13.5561643835616,16.613698630137
0,1,1,26.2,15.6,37,67,9,0.619,0.43,38.915,16.114,12005.03,0.934,0.387,0.087320799,0.719,0.836,124.125,124.931,1,2281,1633.07949125596,8.26849315068493,8.48949319589493
0,1,1,25.9,17.2,11.5,67,9,0.619,0.43,38.915,16.114,12005.03,0.934,0.387,0.087320799,0.719,0.836,124.125,124.931,1,2281,1633.07949125596,8.26849315068493,8.48949319589493
1,1,5,24.1,14.8,36.2,67,32,1.6485,1.4385,134.7699,104.9234,7402.23,3.234478,2.518161,0.103281345,0.034,0.032,199.9038,202.5996,0,1257,1362,6.95068493150685,10.7753424657534
1,1,5,23.6666666666667,14.8333333333333,35.9,65.6666666666667,32,1.6485,1.4385,134.7699,104.9234,7402.23,3.234478,2.518161,0.103281345,0.034,0.032,199.9038,202.5996,0,1257,1362,6.95068493150685,10.7753424657534
1,1,5,23.8,13.8,36,64,32,1.6485,1.4385,134.7699,104.9234,7402.23,3.234478,2.518161,0.103281345,0.034,0.032,199.9038,202.5996,0,1257,1362,6.95068493150685,10.7753424657534
1,1,5,23.1,15.9,35.5,66,32,1.6485,1.4385,134.7699,104.9234,7402.23,3.234478,2.518161,0.103281345,0.034,0.032,199.9038,202.5996,0,1257,1362,6.95068493150685,10.7753424657534
1,0,8,26,15.9,36.8,65,34,1.341,0.963,103.101,61.90476,6235.4,2.474425,1.485714,0.12259247,0.588,0.648,126.4199,127.226,1,2389,1055,8.91232876712329,9.83835616438356
1,0,8,25.8,15.8,36.6,68,34,1.341,0.963,103.101,61.90476,6235.4,2.474425,1.485714,0.12259247,0.588,0.648,126.4199,127.226,1,2389,1055,8.91232876712329,9.83835616438356
1,0,8,25.5,16.5,36.2,67,34,1.341,0.963,103.101,61.90476,6235.4,2.474425,1.485714,0.12259247,0.588,0.648,126.4199,127.226,1,2389,1055,8.91232876712329,9.83835616438356
1,0,8,25.6,16.1,36.5,68,34,1.341,0.963,103.101,61.90476,6235.4,2.474425,1.485714,0.12259247,0.588,0.648,126.4199,127.226,1,2389,1055,8.91232876712329,9.83835616438356
1,0,8,25.8,16,36.3,68,34,1.341,0.963,103.101,61.90476,6235.4,2.474425,1.485714,0.12259247,0.588,0.648,126.4199,127.226,1,2389,1055,8.91232876712329,9.83835616438356
1,1,2,24.4,15.5,35.9,67,9,0.991,0.819,75.844,51.934,4701.24,1.82,1.246,0.14022102,0.656,0.765,137.607,138.351,1,2726,1685,8.93424657534247,13.9178082191781
1,1,3,26.7,15.6,37,68,9,1.102,0.841,86.863,53.959,7260.48,2.085,1.295,0.163399502,0.761,0.879,115.136,116.804,1,1386,2827,5.10958904109589,11.0630136986301
1,1,3,26.7,15.5,37.2,66,9,1.102,0.841,86.863,53.959,7260.48,2.085,1.295,0.163399502,0.761,0.879,115.136,116.804,1,1386,2827,5.10958904109589,11.0630136986301
1,1,3,26.6,15.9,37.1,67,9,1.102,0.841,86.863,53.959,7260.48,2.085,1.295,0.163399502,0.761,0.879,115.136,116.804,1,1386,2827,5.10958904109589,11.0630136986301
1,1,3,26.4,15.5,37.7,65,9,1.102,0.841,86.863,53.959,7260.48,2.085,1.295,0.163399502,0.761,0.879,115.136,116.804,1,1386,2827,5.10958904109589,11.0630136986301
1,0,8,25.8,16.9,36.4,68,27,0.988,0.702,75.873,44.168,8033.5,1.821,1.06,0.14292817,0.586,0.647,120.233,121,1,1706,1260,8.06849315068493,6.84657534246575
1,0,8,25.1,16.3,36.4,67,27,0.988,0.702,75.873,44.168,8033.5,1.821,1.06,0.14292817,0.586,0.647,120.233,121,1,1706,1260,8.06849315068493,6.84657534246575
1,0,8,25.8,15.9,36.4,69,27,0.988,0.702,75.873,44.168,8033.5,1.821,1.06,0.14292817,0.586,0.647,120.233,121,1,1706,1260,8.06849315068493,6.84657534246575
1,0,8,25.5,15.9,36,69,27,0.988,0.702,75.873,44.168,8033.5,1.821,1.06,0.14292817,0.586,0.647,120.233,121,1,1706,1260,8.06849315068493,6.84657534246575
1,0,8,25.9,16.1,35.4,70,27,0.988,0.702,75.873,44.168,8033.5,1.821,1.06,0.14292817,0.586,0.647,120.233,121,1,1706,1260,8.06849315068493,6.84657534246575
1,0,2,23.5,14.4,35.8,63,9,0.803,0.664,57.181,37.661,9977.67,1.372,0.904,0.116080281,0.83,0.963,100.37,100.928,0,347,592,1.76986301369863,4.94794520547945
1,0,2,24.2,14,35.6,65,9,0.803,0.664,57.181,37.661,9977.67,1.372,0.904,0.116080281,0.83,0.963,100.37,100.928,0,347,592,1.76986301369863,4.94794520547945
0,1,3,26.1,17.1,36.9,69,21,0.69,0.563,43.641,27.359,8645.28,1.047,0.657,0.090094207,0.377,0.416,141.331,142.094,1,1522,1720,6.03561643835616,5.11506849315068
0,1,3,25.9,14.8,36.7,69,21,0.69,0.563,43.641,27.359,8645.28,1.047,0.657,0.090094207,0.377,0.416,141.331,142.094,1,1522,1720,6.03561643835616,5.11506849315068
1,0,2,25.2,15.6,36.6,67,12,0.876,0.703,59.594,38.079,4748.97,1.43,0.914,0.091720513,0.686,0.793,108.911,109.355,1,1626,2024,5.25753424657534,7.32876712328767
1,0,3,25.8,17,37.4,69,16,0.673,0.548,42.4,29.001,15913.75,1.018,0.696,0.101247775,0.257,0.299,156.558,158.5,1,1623,1780,4.96164383561644,9.6986301369863
1,0,3,25.5,16.2,37.5,69,16,0.673,0.548,42.4,29.001,15913.75,1.018,0.696,0.101247775,0.257,0.299,156.558,158.5,1,1623,1780,4.96164383561644,9.6986301369863
1,0,3,26,16.3,37,69,16,0.673,0.548,42.4,29.001,15913.75,1.018,0.696,0.101247775,0.257,0.299,156.558,158.5,1,1623,1780,4.96164383561644,9.6986301369863
1,0,2,24.1,15.9,36,65,21,0.662,0.519,41.036,23.562,6235.4,0.985,0.565,0.097495889,0.417,0.458,135.858,136.808,0,2684,1350,8.91232876712329,9.83835616438356
1,0,2,23.7,17.1,10.1,65,21,0.662,0.519,41.036,23.562,6235.4,0.985,0.565,0.097495889,0.417,0.458,135.858,136.808,0,2684,1350,8.91232876712329,9.83835616438356
0,1,9,25,16.3,36.95,69,35,1.332,0.912,88.73483,46.16631,8906.92,2.129636,1.107991,0.074011409,0.744,0.819,119.5012,120.6772,1,1480,1944,3.82465753424658,14.5534246575342
0,1,9,25,16.5,36.9,69,35,1.332,0.912,88.73483,46.16631,8906.92,2.129636,1.107991,0.074011409,0.744,0.819,119.5012,120.6772,1,1480,1944,3.82465753424658,14.5534246575342
0,1,9,25,16.1,37,69,35,1.332,0.912,88.73483,46.16631,8906.92,2.129636,1.107991,0.074011409,0.744,0.819,119.5012,120.6772,1,1480,1944,3.82465753424658,14.5534246575342
1,0,4,24.7,18.9,36.3,65,32,3.33725,3.17275,290.1764,252.561,6740.32,6.964233,6.061464,0.139512615,0.535,0.573,133.6659,136.7699,0,2933,2626,8.55890410958904,15.3506849315068
1,0,4,23.6,16,10.8,64.5,32,3.33725,3.17275,290.1764,252.561,6740.32,6.964233,6.061464,0.139512615,0.535,0.573,133.6659,136.7699,0,2933,2626,8.55890410958904,15.3506849315068
1,0,4,24.4,14.4,36.6,64,32,3.33725,3.17275,290.1764,252.561,6740.32,6.964233,6.061464,0.139512615,0.535,0.573,133.6659,136.7699,0,2933,2626,8.55890410958904,15.3506849315068
1,0,3,23.1,17,10.9,68,27,1.095,0.815,85.701,53.766,8365.81,2.057,1.29,0.10698466,0.705,0.778,103.32,103.845,1,2939,983,15.6082191780822,12.7972602739726
1,0,3,25,16.9,37.3,68,27,1.095,0.815,85.701,53.766,8365.81,2.057,1.29,0.10698466,0.705,0.778,103.32,103.845,1,2939,983,15.6082191780822,12.7972602739726
0,1,5,24.4,16,36,66,18,1.167,0.941,81.891,58.028,17944.61,1.965,1.393,0.127142571,0.439,0.513,125.478,126.434,0,2637,1633.07949125596,13.4986301369863,8.48949319589493
0,1,5,24.7,14.9,35.7,67,18,1.167,0.941,81.891,58.028,17944.61,1.965,1.393,0.127142571,0.439,0.513,125.478,126.434,0,2637,1633.07949125596,13.4986301369863,8.48949319589493
0,1,5,24.2,14.1,36,65,18,1.167,0.941,81.891,58.028,17944.61,1.965,1.393,0.127142571,0.439,0.513,125.478,126.434,0,2637,1633.07949125596,13.4986301369863,8.48949319589493
0,1,5,24.36,18.6,35.94,65.7,18,1.167,0.941,81.891,58.028,17944.61,1.965,1.393,0.127142571,0.439,0.513,125.478,126.434,0,2637,1633.07949125596,13.4986301369863,8.48949319589493
0,1,5,24.1,16.8,36.1,66,18,1.167,0.941,81.891,58.028,17944.61,1.965,1.393,0.127142571,0.439,0.513,125.478,126.434,0,2637,1633.07949125596,13.4986301369863,8.48949319589493
0,1,5,24.4,14.8,35.9,64.5,18,1.167,0.941,81.891,58.028,17944.61,1.965,1.393,0.127142571,0.439,0.513,125.478,126.434,0,2637,1633.07949125596,13.4986301369863,8.48949319589493
1,1,10,23.7,15.8,36.6,68,8,1.33,1.114,105.939,76.213,8365.81,2.543,1.829,0.145187183,0.889,1.027,101.365,101.976,0,629,759,3.4027397260274,12.7972602739726
