BirdID	PHt	Hs_obs	Hs_exp	IR	HL
21	0.642857143	1.32744964	1.311106089	-0.238128041	0.308338453
22	0.321428571	0.66372482	0.655553044	0.340302918	0.694442244
25	0.428571429	0.884966427	0.874070726	0.043305161	0.505932142
29	0.607142857	1.253702438	1.238266862	-0.256301616	0.343484012
31	0.464285714	0.958713629	0.946909953	0.018109912	0.4743413
40	0.464285714	0.958713629	0.946909953	0.041255466	0.466090442
42	0.571428571	1.179955236	1.165427634	-0.175240413	0.400876065
44	0.428571429	0.884966427	0.874070726	0.082010295	0.513415744
51	0.357142857	0.737472022	0.728392272	0.22787877	0.559459831
64	0.5	1.032460831	1.01974918	-0.039004405	0.443812953
65	0.464285714	0.958713629	0.946909953	0.113863031	0.455060144
75	0.464285714	0.958713629	0.946909953	0.12547366	0.545439914
78	0.464285714	0.958713629	0.946909953	0.076638787	0.508357361
122	0.571428571	1.179955236	1.165427634	-0.093092049	0.352615187
130	0.678571429	1.401196843	1.383945316	-0.318919581	0.26503698
132	0.464285714	0.958713629	0.946909953	0.10472054	0.523120346
159	0.357142857	0.737472022	0.728392272	0.259975548	0.594581226
163	0.535714286	1.106208034	1.092588407	-0.129611372	0.433664218
168	0.714285714	1.474944045	1.456784543	-0.360517268	0.235322354
171	0.607142857	1.253702438	1.238266862	-0.193763825	0.346102706
172	0.571428571	1.179955236	1.165427634	-0.140747386	0.395284117
176	0.5	1.032460831	1.01974918	0.043269632	0.473564317
178	0.392857143	0.811219225	0.801231499	0.171033532	0.582000064
199	0.5	1.032460831	1.01974918	0.048071699	0.47959292
200	0.607142857	1.253702438	1.238266862	-0.181577246	0.344523219
207	0.571428571	1.179955236	1.165427634	-0.088955122	0.373012266
208	0.607142857	1.253702438	1.238266862	-0.226115631	0.318151628
215	0.642857143	1.32744964	1.311106089	-0.256194751	0.319693863
216	0.5	1.032460831	1.01974918	-0.077338804	0.440216129
217	0.678571429	1.401196843	1.383945316	-0.296526377	0.284187254
220	0.392857143	0.811219225	0.801231499	0.166629419	0.566107723
221	0.392857143	0.811219225	0.801231499	0.16712629	0.549884253
222	0.5	1.032460831	1.01974918	-0.058389943	0.404304792
229	0.535714286	1.106208034	1.092588407	-0.145163997	0.41071309
243	0.321428571	0.66372482	0.655553044	0.347152467	0.67130839
244	0.642857143	1.32744964	1.311106089	-0.297597198	0.324465618
251	0.464285714	0.958713629	0.946909953	-0.018425643	0.463966078
288	0.464285714	0.958713629	0.946909953	0.083604821	0.512641084
293	0.571428571	1.179955236	1.165427634	-0.178400123	0.404636732
297	0.464285714	0.958713629	0.946909953	0.01712926	0.486588074
298	0.321428571	0.66372482	0.655553044	0.269611903	0.625207847
308	0.607142857	1.253702438	1.238266862	-0.233914783	0.358459192
313	0.678571429	1.401196843	1.383945316	-0.324285714	0.238667644
329	0.464285714	0.958713629	0.946909953	0.088883942	0.478560997
331	0.464285714	0.958713629	0.946909953	0.06294755	0.51211862
335	0.571428571	1.179955236	1.165427634	-0.114633661	0.392827139
353	0.5	1.032460831	1.01974918	-0.040112318	0.431924358
360	0.357142857	0.737472022	0.728392272	0.232896491	0.596882514
368	0.535714286	1.106208034	1.092588407	-0.15194518	0.412323579
374	0.535714286	1.106208034	1.092588407	-0.07088083	0.421050896
375	0.321428571	0.66372482	0.655553044	0.35500369	0.638348203
376	0.464285714	0.958713629	0.946909953	0.063173403	0.506603637
379	0.392857143	0.811219225	0.801231499	0.20910922	0.559424804
430	0.5	1.032460831	1.01974918	-0.042465979	0.41893061
436	0.357142857	0.737472022	0.728392272	0.242467755	0.609903513
439	0.571428571	1.179955236	1.165427634	-0.059447886	0.401313543
440	0.5	1.032460831	1.01974918	-0.0874161	0.44039526
441	0.75	1.548691247	1.52962377	-0.468164122	0.171972613
442	0.535714286	1.106208034	1.092588407	-0.039983642	0.418736173
443	0.464285714	0.958713629	0.946909953	0.014667215	0.471341103
444	0.535714286	1.106208034	1.092588407	-0.097586802	0.427656276
445	0.357142857	0.737472022	0.728392272	0.241039151	0.589810147
446	0.5	1.032460831	1.01974918	0.01190684	0.471804925
447	0.392857143	0.811219225	0.801231499	0.167269133	0.576069927
448	0.5	1.032460831	1.01974918	0.009939983	0.430717855
449	0.464285714	0.958713629	0.946909953	0.099438737	0.518210714
450	0.357142857	0.737472022	0.728392272	0.260085076	0.597144725
451	0.535714286	1.106208034	1.092588407	-0.097678377	0.389220423
452	0.321428571	0.66372482	0.655553044	0.304127285	0.631192348
453	0.464285714	0.958713629	0.946909953	-0.01793564	0.452679282
454	0.678571429	1.401196843	1.383945316	-0.278912285	0.310164707
455	0.5	1.032460831	1.01974918	-0.024974899	0.480020892
456	0.5	1.032460831	1.01974918	-0.065093035	0.45601288
457	0.444444444	0.918965554	0.907507263	0.045542332	0.482440882
458	0.535714286	1.106208034	1.092588407	-0.005754686	0.411074938
459	0.714285714	1.474944045	1.456784543	-0.376817097	0.234259798
460	0.535714286	1.106208034	1.092588407	0.02308663	0.422417611
461	0.392857143	0.811219225	0.801231499	0.152978032	0.544438269
462	0.428571429	0.884966427	0.874070726	0.208315063	0.53927048
464	0.714285714	1.474944045	1.456784543	-0.439361149	0.206582002
465	0.642857143	1.32744964	1.311106089	-0.238244109	0.36008407
466	0.392857143	0.811219225	0.801231499	0.166709399	0.539736386
467	0.642857143	1.32744964	1.311106089	-0.296433137	0.300154334
468	0.571428571	1.179955236	1.165427634	-0.098605396	0.365002739
469	0.535714286	1.106208034	1.092588407	-0.045303684	0.430442268
470	0.642857143	1.32744964	1.311106089	-0.267372769	0.271252068
471	0.428571429	0.884966427	0.874070726	0.158766853	0.495987348
472	0.428571429	0.884966427	0.874070726	0.090669413	0.530915829
473	0.535714286	1.106208034	1.092588407	-0.077740621	0.395077651
474	0.535714286	1.106208034	1.092588407	-0.02900327	0.435449436
475	0.607142857	1.253702438	1.238266862	-0.157272067	0.333477781
476	0.535714286	1.106208034	1.092588407	-0.068783026	0.412710358
477	0.571428571	1.179955236	1.165427634	-0.120247517	0.387729288
478	0.357142857	0.737472022	0.728392272	0.266982543	0.624520408
479	0.571428571	1.179955236	1.165427634	-0.155735513	0.367463906
480	0.428571429	0.884966427	0.874070726	0.125092803	0.563073405
481	0.607142857	1.253702438	1.238266862	-0.090874244	0.35682497
483	0.607142857	1.253702438	1.238266862	-0.181633564	0.357035445
484	0.785714286	1.622438449	1.602462997	-0.492694339	0.1612551
485	0.5	1.032460831	1.01974918	0.044678007	0.440990889
487	0.464285714	0.958713629	0.946909953	0.053881208	0.531179871
488	0.642857143	1.32744964	1.311106089	-0.227992229	0.343802254
489	0.464285714	0.958713629	0.946909953	0.037240482	0.46405076
490	0.535714286	1.106208034	1.092588407	-0.099886835	0.391139278
491	0.535714286	1.106208034	1.092588407	-0.007569832	0.424444216
492	0.5	1.032460831	1.01974918	0.008543285	0.469243082
493	0.607142857	1.253702438	1.238266862	-0.20881101	0.345868063
494	0.535714286	1.106208034	1.092588407	-0.079289	0.402889898
495	0.535714286	1.106208034	1.092588407	-0.101682814	0.370657717
496	0.5	1.032460831	1.01974918	0.007753926	0.471566674
497	0.5	1.032460831	1.01974918	-0.053901475	0.439768477
498	0.5	1.032460831	1.01974918	-0.068647122	0.455973915
499	0.5	1.032460831	1.01974918	-0.019874654	0.45717108
500	0.464285714	0.958713629	0.946909953	0.02896398	0.507992339
501	0.535714286	1.106208034	1.092588407	-0.046671814	0.436289813
502	0.5	1.032460831	1.01974918	-0.086383061	0.440617046
503	0.321428571	0.66372482	0.655553044	0.320848206	0.644754343
504	0.392857143	0.811219225	0.801231499	0.116017528	0.555235582
505	0.571428571	1.179955236	1.165427634	-0.123381319	0.442219024
506	0.607142857	1.253702438	1.238266862	-0.182254728	0.362861669
507	0.392857143	0.811219225	0.801231499	0.187384279	0.53250626
508	0.357142857	0.737472022	0.728392272	0.278706797	0.616442729
509	0.392857143	0.811219225	0.801231499	0.205187309	0.514159048
510	0.714285714	1.474944045	1.456784543	-0.423920845	0.193644727
511	0.392857143	0.811219225	0.801231499	0.191271382	0.592801793
512	0.607142857	1.253702438	1.238266862	-0.206198959	0.333729999
521	0.5	1.032460831	1.01974918	-0.070127355	0.428584313
522	0.535714286	1.106208034	1.092588407	-0.098990988	0.425119858
523	0.392857143	0.811219225	0.801231499	0.182705021	0.567468708
524	0.5	1.032460831	1.01974918	-0.052427484	0.438784324
525	0.321428571	0.66372482	0.655553044	0.273504765	0.622444638
526	0.392857143	0.811219225	0.801231499	0.172430022	0.561714862
527	0.535714286	1.106208034	1.092588407	-0.117243611	0.398808727
528	0.5	1.032460831	1.01974918	-0.037794244	0.439849577
529	0.464285714	0.958713629	0.946909953	0.084519409	0.454964572
530	0.535714286	1.106208034	1.092588407	-0.065814181	0.414662941
531	0.464285714	0.958713629	0.946909953	0.087439714	0.460151707
539	0.535714286	1.106208034	1.092588407	-0.096567443	0.430942036
540	0.608695652	1.242145537	1.229127626	-0.186908819	0.361856445
541	0.535714286	1.106208034	1.092588407	-0.117106573	0.429391582
542	0.5	1.032460831	1.01974918	-0.071924105	0.405407507
543	0.357142857	0.737472022	0.728392272	0.242551827	0.589713892
544	0.428571429	0.884966427	0.874070726	0.116156409	0.522709134
545	0.392857143	0.811219225	0.801231499	0.185455141	0.570523689
546	0.368421053	0.79765405	0.788089275	0.193264523	0.588889926
547	0.5	1.032460831	1.01974918	-0.062327849	0.396642846
548	0.464285714	0.958713629	0.946909953	-0.0005861	0.441083568
549	0.535714286	1.106208034	1.092588407	-0.127682758	0.38943716
550	0.357142857	0.737472022	0.728392272	0.242372199	0.617717328
551	0.571428571	1.179955236	1.165427634	-0.077223308	0.419753179
552	0.464285714	0.958713629	0.946909953	0.04940008	0.506070275
553	0.571428571	1.179955236	1.165427634	-0.116720621	0.37007252
554	0.5	1.032460831	1.01974918	0.018038264	0.48524499
555	0.464285714	0.958713629	0.946909953	0.047557639	0.48415354
556	0.5	1.032460831	1.01974918	0.007130478	0.41444253
557	0.428571429	0.884966427	0.874070726	0.077676809	0.541052807
558	0.392857143	0.811219225	0.801231499	0.205769888	0.544932461
559	0.535714286	1.106208034	1.092588407	-0.114793101	0.403376137
560	0.5	1.032460831	1.01974918	-0.017084091	0.433450314
561	0.321428571	0.66372482	0.655553044	0.288886124	0.625631237
562	0.428571429	0.884966427	0.874070726	0.133041501	0.59367869
563	0.571428571	1.179955236	1.165427634	-0.154695678	0.404347061
594	0.535714286	1.106208034	1.092588407	-0.07989253	0.446036831
595	0.464285714	0.958713629	0.946909953	0.07581655	0.459704571
596	0.428571429	0.884966427	0.874070726	0.119584429	0.516868517
597	0.392857143	0.811219225	0.801231499	0.20156355	0.572154913
598	0.535714286	1.106208034	1.092588407	-0.072799096	0.383678328
599	0.428571429	0.884966427	0.874070726	0.081964046	0.544888906
600	0.464285714	0.958713629	0.946909953	0.028393816	0.48122119
601	0.5	1.032460831	1.01974918	-0.036506405	0.448003875
602	0.642857143	1.32744964	1.311106089	-0.315882296	0.323385434
603	0.535714286	1.106208034	1.092588407	-0.105831446	0.419631694
604	0.571428571	1.179955236	1.165427634	-0.130115186	0.351664385
605	0.428571429	0.884966427	0.874070726	0.137820159	0.537677172
606	0.392857143	0.811219225	0.801231499	0.235959805	0.513197276
607	0.392857143	0.811219225	0.801231499	0.211506565	0.604583482
608	0.464285714	0.958713629	0.946909953	0.009515294	0.471339337
609	0.5	1.032460831	1.01974918	-0.010214029	0.454521489
627	0.607142857	1.253702438	1.238266862	-0.227398146	0.369900441
628	0.535714286	1.106208034	1.092588407	-0.106026418	0.38785811
629	0.535714286	1.106208034	1.092588407	-0.142466595	0.412924286
630	0.428571429	0.884966427	0.874070726	0.146729822	0.548185459
631	0.321428571	0.66372482	0.655553044	0.266593694	0.611135965
632	0.25	0.516230416	0.50987459	0.477384794	0.729705299
633	0.464285714	0.958713629	0.946909953	0.077585463	0.504526521
634	0.535714286	1.106208034	1.092588407	-0.065522414	0.422140758
635	0.5	1.032460831	1.01974918	-0.063769697	0.441777347
636	0.5	1.032460831	1.01974918	-0.073043448	0.443342895
637	0.5	1.032460831	1.01974918	0.015039728	0.458398521
638	0.5	1.032460831	1.01974918	-0.050946799	0.448306509
639	0.392857143	0.811219225	0.801231499	0.186001892	0.568640804
640	0.392857143	0.811219225	0.801231499	0.167944817	0.522681856
641	0.535714286	1.106208034	1.092588407	-0.021064211	0.483308322
642	0.464285714	0.958713629	0.946909953	-0.007513681	0.465948736
663	0.392857143	0.811219225	0.801231499	0.212872977	0.565592577
664	0.428571429	0.884966427	0.874070726	0.109865079	0.539182288
665	0.321428571	0.66372482	0.655553044	0.279072223	0.609595777
666	0.535714286	1.106208034	1.092588407	-0.13486883	0.382121981
667	0.607142857	1.253702438	1.238266862	-0.138311324	0.389318318
668	0.5	1.032460831	1.01974918	0.031013611	0.459631892
669	0.5	1.032460831	1.01974918	-0.018966722	0.430651898
670	0.5	1.032460831	1.01974918	0.059452372	0.471241371
671	0.357142857	0.737472022	0.728392272	0.242301652	0.595405726
672	0.583333333	1.116600899	1.104893474	-0.091630447	0.393578178
673	0.607142857	1.253702438	1.238266862	-0.20768543	0.354532621
674	0.571428571	1.179955236	1.165427634	-0.123626032	0.373700248
675	0.642857143	1.32744964	1.311106089	-0.294339078	0.281063111
676	0.535714286	1.106208034	1.092588407	-0.077881823	0.382465971
677	0.535714286	1.106208034	1.092588407	-0.023983445	0.403801804
678	0.678571429	1.401196843	1.383945316	-0.226625949	0.271736905
679	0.535714286	1.106208034	1.092588407	-0.08535623	0.412926801
680	0.464285714	0.958713629	0.946909953	0.081917982	0.492576045
681	0.571428571	1.179955236	1.165427634	-0.153363825	0.373142584
766	0.357142857	0.737472022	0.728392272	0.251693172	0.552615773
770	0.428571429	0.884966427	0.874070726	0.104724943	0.502886983
774	0.464285714	0.958713629	0.946909953	0.050040969	0.518154211
775	0.535714286	1.106208034	1.092588407	-0.134782854	0.389963582
776	0.5	1.032460831	1.01974918	-0.031865975	0.433772065
781	0.5	1.032460831	1.01974918	0.03957239	0.421523266
792	0.607142857	1.253702438	1.238266862	-0.192620652	0.366894516
794	0.678571429	1.401196843	1.383945316	-0.378194199	0.266207944
799	0.428571429	0.884966427	0.874070726	0.087280759	0.530043808
816	0.464285714	0.958713629	0.946909953	0.016378562	0.510573261
823	0.392857143	0.811219225	0.801231499	0.123102561	0.550536678
824	0.535714286	1.106208034	1.092588407	-0.041386614	0.443451627
825	0.607142857	1.253702438	1.238266862	-0.227638608	0.353686661
826	0.642857143	1.32744964	1.311106089	-0.239402946	0.323452119
827	0.357142857	0.737472022	0.728392272	0.307380883	0.589982545
828	0.285714286	0.589977618	0.582713817	0.375773959	0.665471952
830	0.464285714	0.958713629	0.946909953	0.05303189	0.523480739
831	0.678571429	1.401196843	1.383945316	-0.368132944	0.228364533
832	0.5	1.032460831	1.01974918	-0.012986915	0.442061645
833	0.5	1.032460831	1.01974918	-0.015665326	0.445769059
834	0.5	1.032460831	1.01974918	-0.024300879	0.42332717
835	0.571428571	1.179955236	1.165427634	-0.167312406	0.341627808
836	0.5	1.032460831	1.01974918	0.00138558	0.434669541
837	0.392857143	0.811219225	0.801231499	0.160861599	0.561316152
838	0.464285714	0.958713629	0.946909953	-0.017265276	0.446397954
839	0.464285714	0.958713629	0.946909953	0.05136949	0.532132338
840	0.571428571	1.179955236	1.165427634	-0.137769676	0.392570602
841	0.571428571	1.179955236	1.165427634	-0.113982678	0.368332045
842	0.464285714	0.958713629	0.946909953	0.048827784	0.492268908
843	0.5	1.032460831	1.01974918	-0.00491869	0.444080887
844	0.357142857	0.737472022	0.728392272	0.212838576	0.603230159
845	0.535714286	1.106208034	1.092588407	-0.093408143	0.385424157
846	0.607142857	1.253702438	1.238266862	-0.287779761	0.34191768
847	0.5	1.032460831	1.01974918	-0.067845003	0.433974808
848	0.607142857	1.253702438	1.238266862	-0.196986903	0.336897505
849	0.428571429	0.884966427	0.874070726	0.114054572	0.507702729
850	0.535714286	1.106208034	1.092588407	-0.120036892	0.432330136
851	0.5	1.032460831	1.01974918	-0.030924428	0.418592576
852	0.5	1.032460831	1.01974918	-0.01695368	0.461303283
853	0.428571429	0.884966427	0.874070726	0.103721977	0.516345292
854	0.428571429	0.884966427	0.874070726	0.04367629	0.501697696
855	0.535714286	1.106208034	1.092588407	-0.07829306	0.420527418
856	0.428571429	0.884966427	0.874070726	0.09675812	0.488338838
857	0.357142857	0.737472022	0.728392272	0.254827958	0.61607222
858	0.428571429	0.884966427	0.874070726	0.122851821	0.52694248
859	0.5	1.032460831	1.01974918	-0.108803381	0.433043301
860	0.535714286	1.106208034	1.092588407	-0.091068726	0.435393171
861	0.428571429	0.884966427	0.874070726	0.137613047	0.529652687
862	0.5	1.032460831	1.01974918	-0.078908402	0.410059242
863	0.5	1.032460831	1.01974918	0.01210633	0.444301016
864	0.75	1.548691247	1.52962377	-0.504395839	0.164134003
865	0.535714286	1.106208034	1.092588407	-0.105692989	0.415405923
866	0.464285714	0.958713629	0.946909953	0.020184562	0.471399587
867	0.357142857	0.737472022	0.728392272	0.236910804	0.580951492
868	0.607142857	1.253702438	1.238266862	-0.208540036	0.320465596
869	0.642857143	1.32744964	1.311106089	-0.292323684	0.305040783
870	0.428571429	0.884966427	0.874070726	0.116284881	0.515705564
871	0.428571429	0.884966427	0.874070726	0.117343372	0.522454651
872	0.571428571	1.179955236	1.165427634	-0.18490728	0.358833661
873	0.464285714	0.958713629	0.946909953	0.068275839	0.465553782
874	0.5	1.032460831	1.01974918	-0.057928645	0.471479767
875	0.5	1.032460831	1.01974918	0.033279718	0.492244022
877	0.392857143	0.811219225	0.801231499	0.202260971	0.524183963
878	0.571428571	1.179955236	1.165427634	-0.107398442	0.397864961
879	0.571428571	1.179955236	1.165427634	-0.2186722	0.33240123
880	0.727272727	1.333390318	1.317826812	-0.304886621	0.271505075
881	0.535714286	1.106208034	1.092588407	-0.113914807	0.40371447
884	0.535714286	1.106208034	1.092588407	-0.085315985	0.394882722
885	0.535714286	1.106208034	1.092588407	-0.112462445	0.422309989
886	0.5	1.032460831	1.01974918	-0.02286906	0.47954476
887	0.678571429	1.401196843	1.383945316	-0.286412489	0.252390225
888	0.642857143	1.32744964	1.311106089	-0.247462763	0.293887167
889	0.464285714	0.958713629	0.946909953	0.073009281	0.495172011
890	0.535714286	1.106208034	1.092588407	-0.032882519	0.451721778
891	0.607142857	1.253702438	1.238266862	-0.204429192	0.364194518
892	0.428571429	0.884966427	0.874070726	0.124646264	0.514796318
911	0.535714286	1.106208034	1.092588407	-0.103780417	0.429387548
912	0.535714286	1.106208034	1.092588407	-0.117508475	0.399819881
913	0.571428571	1.179955236	1.165427634	-0.14818299	0.369944049
914	0.392857143	0.811219225	0.801231499	0.175390497	0.562869493
915	0.571428571	1.179955236	1.165427634	-0.139810738	0.361900275
916	0.571428571	1.179955236	1.165427634	-0.119043278	0.410723303
917	0.464285714	0.958713629	0.946909953	0.045247338	0.504784859
918	0.642857143	1.32744964	1.311106089	-0.258977935	0.301965808
919	0.392857143	0.811219225	0.801231499	0.150075975	0.578450669
920	0.642857143	1.32744964	1.311106089	-0.19212088	0.33989258
921	0.428571429	0.884966427	0.874070726	0.179638196	0.540415753
922	0.392857143	0.811219225	0.801231499	0.131383635	0.520290257
923	0.464285714	0.958713629	0.946909953	0.006665282	0.491856965
924	0.607142857	1.253702438	1.238266862	-0.209598495	0.345666647
925	0.321428571	0.66372482	0.655553044	0.322938883	0.669416942
926	0.538461538	1.128404305	1.11495069	-0.02477718	0.423741344
927	0.5	1.032460831	1.01974918	-0.045998174	0.448288944
928	0.535714286	1.106208034	1.092588407	-0.044046899	0.449028232
929	0.571428571	1.179955236	1.165427634	-0.088706813	0.386217797
930	0.571428571	1.179955236	1.165427634	-0.151057723	0.382522789
931	0.428571429	0.884966427	0.874070726	0.163544112	0.568441127
932	0.428571429	0.884966427	0.874070726	0.072773485	0.545999493
937	0.678571429	1.401196843	1.383945316	-0.308381419	0.299040614
938	0.464285714	0.958713629	0.946909953	0.027610433	0.503154486
939	0.5	0.957086485	0.947051549	0.140933943	0.477830661
940	0.428571429	0.884966427	0.874070726	0.076572736	0.537508231
941	0.642857143	1.32744964	1.311106089	-0.239873835	0.275254727
942	0.5	1.032460831	1.01974918	-0.050773935	0.424521391
943	0.464285714	0.958713629	0.946909953	0.041259112	0.486200826
944	0.535714286	1.106208034	1.092588407	-0.145417822	0.378396189
945	0.392857143	0.811219225	0.801231499	0.189129455	0.543089481
946	0.642857143	1.32744964	1.311106089	-0.28249559	0.296270727
947	0.464285714	0.958713629	0.946909953	0.038686401	0.495759078
948	0.428571429	0.884966427	0.874070726	0.149360409	0.546791032
949	0.535714286	1.106208034	1.092588407	-0.090646021	0.380021406
950	0.464285714	0.958713629	0.946909953	0.077929729	0.460164927
951	0.464285714	0.958713629	0.946909953	-0.029584534	0.480881431
984	0.464285714	0.958713629	0.946909953	0.036729517	0.484482389
1012	0.464285714	0.958713629	0.946909953	0.030946433	0.439327958
1015	0.392857143	0.811219225	0.801231499	0.206950539	0.557477275
1016	0.321428571	0.66372482	0.655553044	0.303089724	0.639030468
1017	0.357142857	0.737472022	0.728392272	0.235004421	0.606095066
1018	0.357142857	0.737472022	0.728392272	0.264667321	0.61358745
1019	0.571428571	1.179955236	1.165427634	-0.169789067	0.359797625
1020	0.428571429	0.884966427	0.874070726	0.081228907	0.495819632
1021	0.321428571	0.66372482	0.655553044	0.395872925	0.670101606
1022	0.678571429	1.401196843	1.383945316	-0.377692542	0.249025476
1023	0.5	1.032460831	1.01974918	-0.050871606	0.444052701
1024	0.607142857	1.253702438	1.238266862	-0.137097059	0.361508228
1025	0.571428571	1.179955236	1.165427634	-0.157349896	0.382634242
1026	0.535714286	1.106208034	1.092588407	-0.057587958	0.40354913
1027	0.464285714	0.958713629	0.946909953	0.09717167	0.449068473
1028	0.464285714	0.958713629	0.946909953	0.060797391	0.485981909
1029	0.535714286	1.106208034	1.092588407	-0.00713175	0.418899174
1030	0.571428571	1.179955236	1.165427634	-0.164718651	0.382887076
1031	0.464285714	0.958713629	0.946909953	0.079762615	0.500206225
1032	0.464285714	0.958713629	0.946909953	0.075796514	0.514623761
1033	0.535714286	1.106208034	1.092588407	-0.118315178	0.406457756
1034	0.392857143	0.811219225	0.801231499	0.109709594	0.539440917
1035	0.321428571	0.66372482	0.655553044	0.34353365	0.645811926
1036	0.642857143	1.32744964	1.311106089	-0.25901778	0.291420356
1037	0.464285714	0.958713629	0.946909953	-0.044526155	0.447065653
1038	0.357142857	0.737472022	0.728392272	0.218170742	0.602329421
1039	0.571428571	1.179955236	1.165427634	-0.188285497	0.355749338
1040	0.321428571	0.66372482	0.655553044	0.320667726	0.614136537
1041	0.607142857	1.253702438	1.238266862	-0.322439968	0.290792771
1042	0.428571429	0.884966427	0.874070726	0.084802786	0.538007641
1043	0.642857143	1.32744964	1.311106089	-0.271798565	0.291427405
1044	0.5	1.032460831	1.01974918	-0.023350035	0.46823082
1045	0.5	1.032460831	1.01974918	-0.023382495	0.435343846
1046	0.5	1.032460831	1.01974918	-0.081563582	0.431121442
1047	0.5	1.032460831	1.01974918	-0.060704923	0.428195035
1048	0.428571429	0.884966427	0.874070726	0.087994708	0.516998827
1049	0.535714286	1.106208034	1.092588407	-0.023510336	0.443519029
1050	0.607142857	1.253702438	1.238266862	-0.225893397	0.360328848
1051	0.642857143	1.32744964	1.311106089	-0.309395216	0.282071416
1052	0.464285714	0.958713629	0.946909953	0.002998824	0.465745446
1053	0.607142857	1.253702438	1.238266862	-0.137509443	0.32648197
1054	0.642857143	1.32744964	1.311106089	-0.267982054	0.309277382
1055	0.5	1.032460831	1.01974918	0.009252782	0.419406425
1056	0.321428571	0.66372482	0.655553044	0.36749007	0.72099627
1057	0.392857143	0.811219225	0.801231499	0.176332545	0.536515743
1058	0.428571429	0.884966427	0.874070726	0.08774893	0.538901596
1059	0.642857143	1.32744964	1.311106089	-0.29560913	0.303204156
1060	0.214285714	0.442483213	0.437035363	0.530209324	0.722993217
1061	0.571428571	1.179955236	1.165427634	-0.151949254	0.365385913
1062	0.285714286	0.589977618	0.582713817	0.381780825	0.679041163
1063	0.214285714	0.442483213	0.437035363	0.549242175	0.774553142
1067	0.678571429	1.401196843	1.383945316	-0.298749675	0.276200309
1088	0.321428571	0.66372482	0.655553044	0.326505862	0.599666955
1095	0.333333333	0.665145678	0.656981669	0.267786108	0.622674721
1130	0.5	1.032460831	1.01974918	-0.021443455	0.454659638
1151	0.535714286	1.106208034	1.092588407	-0.091071802	0.386429091
1152	0.535714286	1.106208034	1.092588407	-0.082230732	0.39627209
1153	0.5	1.032460831	1.01974918	0.016304574	0.454376204
1154	0.428571429	0.884966427	0.874070726	0.107377444	0.5650924
1155	0.392857143	0.811219225	0.801231499	0.221379307	0.587140613
1156	0.428571429	0.884966427	0.874070726	0.092207348	0.522583771
1157	0.571428571	1.179955236	1.165427634	-0.084885158	0.408910068
1158	0.464285714	0.958713629	0.946909953	0.09029928	0.50194021
1159	0.321428571	0.66372482	0.655553044	0.31149696	0.62801089
1160	0.357142857	0.737472022	0.728392272	0.24472413	0.630534674
1161	0.428571429	0.884966427	0.874070726	0.076673315	0.539195428
1162	0.428571429	0.884966427	0.874070726	0.121295405	0.512372173
1163	0.607142857	1.253702438	1.238266862	-0.235238019	0.306335396
1164	0.5	1.032460831	1.01974918	-0.096422277	0.409401904
1165	0.571428571	1.179955236	1.165427634	-0.119376804	0.394598675
1166	0.571428571	1.179955236	1.165427634	-0.153022736	0.37496273
1167	0.5	1.032460831	1.01974918	-0.013449611	0.416215216
1168	0.464285714	0.958713629	0.946909953	0.042882862	0.476050059
1169	0.464285714	0.958713629	0.946909953	-0.033331717	0.458613524
1170	0.607142857	1.253702438	1.238266862	-0.164903202	0.342286514
1171	0.357142857	0.737472022	0.728392272	0.239113745	0.552944151
1172	0.571428571	1.179955236	1.165427634	-0.139516673	0.348271044
1173	0.607142857	1.253702438	1.238266862	-0.154440111	0.347453524
1174	0.535714286	1.106208034	1.092588407	-0.082165767	0.422225077
1175	0.178571429	0.368736011	0.364196136	0.690109606	0.798010336
1176	0.464285714	0.958713629	0.946909953	0.045033063	0.47086893
1177	0.678571429	1.401196843	1.383945316	-0.327342827	0.284708277
1178	0.714285714	1.474944045	1.456784543	-0.398478719	0.233516428
1179	0.571428571	1.179955236	1.165427634	-0.10830543	0.409154883
1180	0.464285714	0.958713629	0.946909953	0.039377574	0.517089512
1181	0.5	1.032460831	1.01974918	-0.088140381	0.429802727
1182	0.5	1.032460831	1.01974918	-0.034108125	0.442914161
1183	0.571428571	1.179955236	1.165427634	-0.10037433	0.343092159
1184	0.428571429	0.884966427	0.874070726	0.164296997	0.542595907
1185	0.464285714	0.958713629	0.946909953	-0.030152095	0.459676762
1186	0.5	1.032460831	1.01974918	0.026926734	0.449957978
1187	0.5	1.032460831	1.01974918	-0.048765503	0.439433126
1188	0.5	1.032460831	1.01974918	0.016986967	0.467791848
1189	0.321428571	0.66372482	0.655553044	0.334960545	0.676292203
1190	0.5	1.032460831	1.01974918	-0.030585736	0.465056285
1191	0.642857143	1.32744964	1.311106089	-0.261329915	0.295140913
1192	0.607142857	1.253702438	1.238266862	-0.147123271	0.360729604
1193	0.535714286	1.106208034	1.092588407	-0.129505526	0.409212147
1194	0.5	1.032460831	1.01974918	-0.047541731	0.437821245
1195	0.464285714	0.958713629	0.946909953	0.017706127	0.469170087
1196	0.392857143	0.811219225	0.801231499	0.176965411	0.534090427
1197	0.321428571	0.66372482	0.655553044	0.313292151	0.66142076
1198	0.5	1.032460831	1.01974918	-0.006243094	0.417711695
1199	0.5	1.032460831	1.01974918	-0.105273545	0.422570206
